body,title 
"

Con regularidad, el presidente Andrés Manuel López Obrador arremete contra los órganos autónomos por ser un engendro del neoliberalismo, los acusa de no servir de mucho y ser muy costosos, incluso ha criticado que los sueldos de sus integrantes son muy altos. Algunos de ellos, como Banxico, INE, IFT, Cofece y CNDH pidieron a la Suprema Corte les dejara ganar más salario que el Presidente, y la Suprema Corte de Justicia le dio la razón. Otros, como el Instituto Nacional de Acceso a la Información, acordó bajar la paga de sus miembros y no pelear legalmente un mayor sueldo. En contraste, nos hacen ver, en la Comisión Nacional de Derechos Humanos, la presidenta, Rosario Piedra, quien fue propuesta por la autollamada Cuarta Transformación cobra, desde que llegó, el sueldo que tenía su antecesor y, nos aseguran ha “nadado de a muertito”. Pues no que “no somos iguales”, como dicen por ahí.

Alfaro y el apoyo a la comunidad LGBTIQ+

Muy interesantes mensajes políticos envió ayer el gobernador de Jalisco, Enrique Alfaro. En su cuenta de Twitter el mandatario subió imágenes y mensajes de apoyo a la comunidad LGBTIQ+. “El Día del Orgullo LGBTIQ+ es mucho más que la celebración de colectivos, es la conmemoración de una lucha social histórica por la libertad sexual y de género, por un mundo sin prejuicios y, aquí, por un #JaliscoDeIguales”, dijo en un mensaje. Mientras que en otro señaló: “La batalla aún no termina porque el enemigo vive en la mente de muchas y muchos, pero la historia no se cambia por sí sola. La valentía para defender el derecho a ser y amar libremente es una lucha de #Orgullo en la que cada vez somos más quienes entendemos, respetamos y sumamos”. Los mensajes de don Enrique, nos hacen ver, dan muestra de un gobernante con una postura más liberal de la que muchos presumen, incluso de aquellos que dicen ser antinconservadores y que ayer no tuvieron un mensaje de apoyo para esta comunidad de ciudadanos.

Las clases en Palacio Nacional

En vista que hace tiempo ya no tiene nada que informar en su conferencia de prensa vespertina en materia económica sobre dispersión de créditos a la palabra, la titular de la Secretaría de Economía, Graciela Márquez Colín, ahora da una miniclase de cómo entender el acuerdo de libre comercio conocido como Tratado entre México Estados Unidos y Canadá, o T-MEC. El programa completo, nos explican, consta de 34 capítulos y dará uno en cada sesión. Ayer domingo tocó el capítulo 6 sobre mercancías textiles y prendas de vestir. De manera que si alguien esta interesado en tomar el curso, tendrá que apurarse porque ya van un tanto atrasados. Aunque si quiere regularizarse, en la página del Cepropie encontrarán las clases de 1 a la 5 para ponerse al corriente. Ojalá doña Graciela tenga más éxito con sus clases del que tuvo con el de las conferencias sobre los créditos, nos dicen.

Dónde quedó el “quién es quién”

¿Se acuerda del “Quién es quién de las empresas que cumplen o no cumplen con las medias sanitarias” por la pandemia de Covid? Lo que parecía una buena estrategia instruida por el presidente Andrés Manuel López Obrador a la secretaria del Trabajo, Luisa María Alcalde, para “balconear” a las compañías incumplidas que se negaron a cerrar, por no tener una actividad esencial, se quedó en el olvido y más ahora que ya nadie recuerda que el ejercicio de rendición de cuentas se hacía todos los lunes en la conferencia de prensa mañanera en Palacio Nacional. Sin más, no se volvió a saber de estos anuncios. ¿Será que todos cumplieron? ¿Regresará para ver quiénes cumplen con las medidas de la nueva normalidad?


Artículo


Rosario Piedra’s salary dates back to the neoliberal period

English


Off the Record features fact-checked news written by journalists and contributors to EL UNIVERSAL 






","Llegó con la 4T, pero mantiene sueldo “neoliberal”"
,
"





En la barra de programación de las diferentes cadenas de televisión existen programas con mala suerte alrededor de su elenco, casos como ‘La Voz México’ o ‘Enamorándonos’ pueden considerarse como ejemplos de la maldición que los persigue.
El caso de la emisión exitosa de Azteca puede catalogarse como la mala relación de los protagonistas con presuntos criminales.
Durante la primera temporada de ‘Enamorándonos’ cinco de sus integrantes fueron asesinados, así como las modelos participantes fueron ligadas a jefes del Cártel de la Unión Tepito y el llamado ‘Juez del Pueblo’ murió de forma trágica.
Los hombres del elenco que fueron ultimados son: Natali, quien fue encontrada sin vida en su departamento del municipio Venustiano Carranza. Así como los casos de  Brian, Jonathan y uno de sus acompañantes.
El caso de Gaby, quien presuntamente fue pareja sentimental  de Oscar Andrés “N”, alias “El Lunares”, excolaborador del grupo delincuencial La Unión Tepito, apresado el 30 de enero de este año.
Christian Raúl, alias “El abogado de Pueblo”, sobrevivió a una agresión a balazos en la alcaldía Azcapotzalco, ocurrió el 25 de abril, pero hasta el 9 de mayo su representante reportó el fallecimiento del hombre, aunque no brindó más detalles.
Carmen Muñoz, antes y después de Enamorándonos
",‘Enamorándonos’ y su maldición
"
La Fiscalía General del Estado de Oaxaca (FGEO) informó que un juez vinculó a proceso a un sujeto, señalado como probable responsable del delito de violación agravada en contra de sus dos hijas de 11 y ocho años de edad.

En un comunicado, señaló que el presunto agresor fue aprehendido por agentes estatales de Investigación el pasado 27 de abril, en inmediaciones de la colonia Lázaro Cárdenas, ciudad de Puerto Escondido, y fue presentado de forma inmediata con la autoridad que lo requería.

El organismo autónomo indicó que de acuerdo con la causa penal 125/2020, el pasado 2 de marzo,

aproximadamente a las 20:00 horas, el imputado presuntamente agredió sexualmente a su hija de 11 años de edad, mientras se encontraba en su domicilio en la colonia centro de la ciudad ya mencionada.

Posteriormente, el sujeto repitió la acción pero esta vez, en contra de su segunda hija de ocho años de edad, esto el pasado 19 de abril.

Violencia contra las mujeres

México registró un total de 976 denuncias por feminicidio en 2019, lo que supone un incremento del 137% respecto a 2015, según datos del Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública.

Por estados, Veracruz es donde se produjeron más asesinatos de mujeres.

Los cinco estados con más violencia feminicida en el país





La FGEO aseguró que ante estos hechos, y tras la denuncia, dio inicio a una exhaustiva investigación, a través de la Vicefiscalía Regional de la Costa que logró identificar, aprehender y presentar ante la autoridad al sospechoso.

En audiencia, el juez de control determinó vincular a proceso al padre de las menores imponiéndole la medida cautelar de prisión preventiva oficiosa, y otorgó dos meses para el cierre de la investigación.

 
",Vinculan a sujeto que presuntamente atacó sexualmente a sus dos hijas en Oaxaca
,
"
La jefa de Gobierno, Claudia Sheinbaum, presentó un mapa de colonia por colonia de los casos de coronavirus que existen en la Ciudad de México.
Adelantó que Iztapalapa bajó el número de casos, mientras que Xochimilco, Tlalpan y Milpa Alta han incrementado en la misma cifra.
Sheinbaum señaló que la población debe de ser ""solidaria"", por lo que la publicación del mapa de colonia por colonia busca que la gente y los negocios de dichas áreas sean cuidadosos con las medidas de higiene.
Ver mapa aquí
En general, la jefa de gobierno dijo que hay una reducción en casos de intubados, con 2,822, y de intubados, 958 principalmente.


Además, la directora del Metro, Florencia Serrania, informó que suman 18 trabajadores de ese servicio que han fallecido.
La misma funcionaria anunció que se regalarán un millón de caretas en el Metro, pero invitó a la población a portar cubrebocas y careta para frenar los contagios.
cg
 
",CDMX presenta mapa de casos de coronavirus por colonias
"
Ilsa Aguilar Bautista sonríe mientras muestra su fe de bautismo. Ella es la primera mujer trans reconocida en Querétaro y que obtuviera el cambio de nombre y género en su acta de nacimiento, también es la primera que la Universidad Autónoma de Querétaro (UAQ) cambia su título universitario, y ahora quiere ser la primera en cambiar su nombre en su fe de bautismo, para vivir de manera plena su religión, parte de su tradición familiar.

Señala que viene de una familia tradicionalmente católica y que fue bautizada de niña, pero ahora, como Ilsa, mantiene distancia de su religión, algo que quiere zanjar para volver y tener ese vínculo familiar que para ella es muy importante.

Hace siete años Ilsa comenzó sus trámites para ser reconocida como mujer trans. Ahora quiere ser reconocida por la Iglesia católica. “A mí me interesa el documento que te hace parte de una práctica religiosa, que te hace ser católica”, apunta.

“Me bautizaron, porque vengo de una tradición católica de muchos años, abuelos, abuelas, y más. Ahí es donde pienso que es difícil que yo no me sienta parte de esa identidad católica, aunque con sus altas y sus bajas, porque crecí rodeada de ese ambiente. Una manera en la que yo pueda vivir una fe católica que no me ponga en desventaja, porque si esa institución no me reconoce como mujer me pone en desventaja”, dice, mientras se escucha el repicar de las campanas del templo de San Francisco.

Una lucha universal

Indica que en Argentina hay un caso de una mujer trans que está haciendo el mismo proceso, pero ella lo judicializó. Como primera instancia Ilsa acudirá a la parroquia donde fue bautizada, para preguntar cómo puede vivir su fe, que se le reconozca como mujer y se le conceda el cambio de nombre en su fe de bautismo.

Ilsa recuerda que cuando hizo su cambio de género y nombre en su acta de nacimiento, incluso en el Registro Civil le pidieron su fe de bautismo como documento para comprobar su identidad.

Dice que en el caso de la mujer argentina tuvo que escribir una carta al Papa para que él resolviera.

“Lo que estoy haciendo ahorita es una invitación a las instituciones religiosas a que compartan qué se hace en situaciones como la mía”, dice.

Comenta que quizá le pase lo que en 2013, cuando fue al Registro Civil, ella tenía la ilusión de que resolverían a su favor, pero fue al contrario. Actualmente, si hay una negativa, deberá existir una justificación de esa negativa.



Dice que para ella es un buen momento para iniciar este proceso, pues está en bien “en cuerpo y alma” y estos procesos son desgastantes. “Estoy en un buen momento para hacerlo”.

Ilsa dice que tiene planeado participar en la peregrinación nocturna a la Basílica de Soriano, porque su familia tiene la costumbre de ir años atrás.

“Incluso recuerdo que cuando recibí mi diagnóstico de VIH lo compartí con mi familia, pues ese proceso también implicó ver cómo ofrecen y piden por ti. En este caso no fueron a ver a la Virgen de los Dolores, pero fueron a San Juan de los Lagos, que entre vírgenes se parecen mucho.

“Puedo decir hoy en día que me he reconciliado con mi fe católica, porque no solo es decirte o no católica, es reconocer cómo se vive esa práctica, y por qué surge esta necesidad de orar, de ofrecer, de compartir, de convivir. Y eso pasó después de mi diagnóstico. Fue un recurso que tuvo mi familia para salir adelante dentro de todo lo que implica un diagnóstico de vida o de muerte. Sería muy hipócrita anular esa parte, porque es un escalón en el cual se pudo apoyar mi familia pequeña para poder pensarme también como una persona que puede salir adelante y seguir viva”, dice.

El final del camino

Agrega que para ella es muy importante el reconocimiento de su actual identidad para vivir su espiritualidad totalmente, que sea más sensible a su realidad, además de generar esos cambios, porque las mujeres trans están “borradas” de una institución muy patriarcal.

“La fe es una capacidad que tenemos todas las personas, por el simple hecho de ser personas. Es una capacidad de pensar, de creer y no tendría porqué estar inscrita a una orden religiosa. Todos tenemos esa capacidad. Ahora mi fe es eso: reconocer que el cambio se puede dar dentro de esta historia católica que me configura, que sería muy interesante, porque de repente son las dificultades que tengo para generar empatía con mi familia, porque se cierran en un mundo que no reconoce una realidad tan cercana como la mía”.

Ilsa está bautizada como Salvador. Legalmente ahora es Ilsa. En sus documentos oficiales es una mujer, pero su religión, la religión de sus padres y abuelos no la reconoce como tal. Por ello busca ese cambio, para estar completa en todos los aspectos. De lograrlo, Ilsa hará historia.

Recientemente acudió a la Curia Diocesana para hablar con el vicario judicial, pero tiene un horario muy restringido.

“Lo que he pensado más pertinente es poder elaborar un escrito y poderlo presentar en la oficina del Tribunal Eclesiástico dirigido al vicario judicial”.

“También considerar que si esto no es viable para la misma institución, creo que también estaría contemplando la apostasía. Si no puedo contar con ellos, que tampoco me cuenten en sus censos”, dice.

Añade que una vez que entregue este escrito, sólo le quedará esperar, y analizar si existe un recurso legal para que la Iglesia católica acepte su petición.
",Pide fe de bautismo. Mujer trans quiere ser reconocida por la Iglesia
"
Víctor Andrade expresa su amor por el América con arte urbano. Diversos muros en el sector del CTM Culhuacán son testigos de esa pasión que va más allá de la estética, como una de sus recientes obras que rinde homenaje al personal médico que ayuda a combatir el coronavirus. 
“La pinta está cerca de mi casa en la CTM Culhuacán, es un homenaje al personal médico, son una mujer y un hombre con cubrebocas del América. La gente ahí plasmada es real: La doctora  está trabajando en Nueva York, el otro compa es de aquí, trabaja en un hospital en Iztapalapa; los dos combaten el coronavirus”, explicó el artista, quien también se encarga de las mantas, mosaicos y tifos del grupo de animación La Monumental. “Dedicado a ellos, americanistas que luchan en la primera línea”.
Pero Víctor, mejor conocido como Yuka, pretende que sus graffitis sean de utilidad durante esta crisis sanitaria que ha cobrado la vida de más de 5 mil personas en la Ciudad de México.

“Antes de agarrar un aerosol, lo primero que hice fue patear una pelota y seguir a mi equipo. El deporte me gusta mucho, por eso hago pintas de beisbol, americano, basquetbol, boxeo y lucha libre. Ahora la intención es que la gente tome conciencia, desgraciadamente hay quienes no creen en el peligro de este virus, lo toman a broma o bajan la guardia, entonces el mensaje es que se cuiden”, agregó Yuka, de 42 años de edad, de los cuales 24 los ha dedicado al graffiti.



En su colección, Yuka presume trabajos en los que ha plasmado a leyendas como Daniel Brailovsky y Cuauhtémoc Blanco, porque “cuando pinto, pienso en el club y sus campeonatos, es una alegría expresarlo”.
También te puede interesar: Butragueño: La jugada de Benzema es una de las mejores del campeonato

 
  
",Aficionado del América plasma su pasión y conciencia social en las paredes
,Héctor De Mauleón
,
"
Juchitán de Zaragoza. - El Ayuntamiento de San Mateo del Mar, comunidad Ikoots, del Istmo de Tehuantepec en Oaxaca, confirmó la masacre de 15 habitantes indígenas como resultado de un conflicto político-electoral entre la cabecera municipal y otras comunidades. 

De acuerdo con la autoridad municipal, las víctimas fueron torturadas y quemadas vivas; entre ellas dos mujeres. 

En un comunicado oficial, el gobierno municipal informó que las víctimas, que fueron linchadas y quemadas,  eran originarias de la agencia de Huazantlán del Río, y su muerte es consecuencia de la violencia que escaló en la zona desde el medio día de ayer domingo, tras un choque en un filtro sanitario contra Covid-19 en la agencia La Reforma. 

El conflicto, que se arrastra desde la elección municipal, escaló este domingo tras un enfrentamiento en un filtro sanitario contra el Covid-19, instalado en una de las agencias municipales, por el cual chocaron ambas partes en disputa. 

Los grupos en conflicto son los seguidores del edil Bernardino Ponce y un grupo de comunidades y autoridades auxiliares que no lo reconocen como presiente municipal, luego de que el día de la elección hubo conatos de violencia y quema de casillas.

El presidente municipal, Bernardino Ponce Hinojosa, responsabilizó de los hechos a  un grupo armado encabezado siete personas, incluido José Luis Chávez Salinas, agente municipal de Huazantlán del Río. 

""Torturaron, quemaron vivos y asesinaron a 15 de nuestros ciudadanos, incluidas 2 mujeres que no hacían más que por su propia convicción defender su derecho de manifestación pacífica en la cual reclamaban que en semanas previas habían sido violados sus derechos como ciudadanos y ciudadanas al haber sido detenidas y retenidas en contra de su voluntad por quien se ostenta como agente municipal de Huazantlán del Río."", detalla en un documento oficial. 

“Este grupo armado no solamente arremetió contra las mujeres y hombres que defendían sus derechos; también acometieron violentamente en los domicilios de varias mujeres, quien hoy también son parte de las víctimas mortales y a quien previamente habían privado de su libertad junto con sus menores hijas y había sido encarceladas sin justificación"". 

El ayuntamiento dijo que gracias a la  intervención de la Guardia Nacional fue que se dispersaron parcialmente los ataques, lo cual “evitó una desgracia de índoles mayores”. “Ni la misma Guardia Nacional pudo contener los hechos por completo, rescatando con vida solamente a dos de mis ciudadanos indígenas de nombre Adán N y Rosario N.”, dice el edil. 

Por su parte, el grupo contrario al presidente municipal que se congrega en la Unión de Agencias y Comunidades indígenas responsabilizaron de los hechos al presidente y sus seguidores. 

Este grupo de habitantes que desconocen al edil había denunciado previamente violencia sistemática por parte de Bernardino Ponce y sus seguidores, luego de que en mayo pasado un grupo de personas afines privó de la libertad a autoridades auxiliares y asesinó al agente suplente  de Huazantlán, hechos por los que la Defensoría de los Derechos Humanos del Pueblo de Oaxaca (DDHPO) emitió medidas cautelares a su favor. 

El gobernador Alejandro Murat confirmó que hay víctimas mortales e instruyó que los titulares de la secretarías de Seguridad y General de Gobierno se trasladaran a esta comunidad indígena que se localiza en una delgada franja de tierra entre dos mares, el Océano Pacífico y un brazo que conforma la Laguna Superior, para brindar apoyo de las víctimas y restablecer la seguridad de la región.
",Confirman masacre de 15 ikoots en San Mateo del Mar por conflicto político-electoral 
"
Naucalpan, Méx.- El rostro de una pareja de ladrones fue a dada a conocer por habitantes de Ciudad Satélite, luego de que un hombre y una mujer sometieron con un arma de fuego a un automovilista al que le robaron una camioneta de color negro.
El asalto se registró la tarde del 27 de junio, en Circuito Historiadores al que la pareja llegó en un taxi de la zona, del que bajaron al ver que el automovilista bajó de su camioneta.
También lee: Sujetos asaltan Jurisdicción Sanitaria en Naucalpan y se llevan más de un mdp de vales 
La pareja bajó del taxi en Circuito Historiadores, metros adelante de la calle Francisco Icaza y de ahí caminaron, mientras el hombre se colocaba anteojos negros, ante de sacar su arma y en unos 30 segundos realizaron el robo.
Vecinos relataron que escucharon la detonación de un arma, que afortunadamente no lesionó a la víctima del robo, quien de inmediato entregó las llaves de su camioneta, sin oponerse.
También lee: Captan en video asalto a automovilista en Tlalnepantla; lo siguieron desde el banco 
Cabe señalar que colonos de Naucalpan y Tlalnepantla, han dado a conocer con imágenes el robo de sus vehículos, en el momento en que llegan o salen de sus casas, por sujetos armados que actúan en segundos.
 

Pareja asalta a automovilista en 30 segundos en Satélite
 Video: Cortesía pic.twitter.com/gYAuqnazRT
 — Metrópoli (@Univ_Metropoli) June 29, 2020

vare
",Video: Pareja asalta a automovilista en 30 segundos en Satélite
"
El 4 de julio es un día de fiesta nacional en Estados Unidos y una de las celebraciones más importantes en la historia del país. Cada año se realizan grandes celebraciones con fuegos pirotécnicos y la población se reúne para festejar con carnes asadas. 

En este día, la Unión Americana conmemora la aprobación del Congreso Continental a la declaración de Independencia que elaboraron Thomas Jefferson, Benjamin Franklin, Roger Sherman, Robert Livingston otros 52 hombres, en 1776, para separarse de Gran Bretaña. 

El texto contenía los derechos con los que todavía se rige Estados Unidos, como el reconocimiento de que todas las personas son iguales y el derecho a la libertad.




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por US National Archives (@usnatarchives) el 1 de Jul de 2019 a las 1:02 PDT




 

Desde Londres, el régimen mandaba y explotaba los recursos de las 13 colonias del continente americano, que incluían a Carolina del Norte, Carolina del Sur, Connecticut, Delaware, Georgia, Massachusetts Bay, Maryland, Nueva Jersey, Nueva York, New Hampshire, Rhode Island , Virginia y Providence. 


Te podría interesar: ¿Qué es y cuándo se conmemora el Día de los Caídos en EU?


Un año después, justo el 4 de julio, se realizó la primera celebración de la independencia en la ciudad de Filadelfia, sitio donde se firmó la declaratoria. La población realizó lecturas del texto e hicieron sonar las campanas.

Sin embargo, el festejo no se popularizó hasta después de la Guerra de 1812, de acuerdo con la Biblioteca del Congreso estadounidense. 

Casi 60 años después, el 4 de julio se convirtió en la celebración más importante de los Estados Unidos y el Congreso votó para convertirlo en un día festivo federal a partir de 1870. 

 

¿Cómo se celebra el Día de la Independencia en Estados Unidos? 

A más de 240 años de la declaratoria de Independencia, los estadounidenses conservan el 4 de julio como uno de sus días festivos más importantes. Las principales ciudades del país organizan desfiles y espectáculos con pirotecnia, especialmente en la capital, Washington D.C. 

En las casas, la mayoría de los estadounidenses organiza comidas al aire libre con hot dogs, hamburguesas o cortes de carne para reunirse en familia. En esta fecha incrementa la producción de salchichas de cerdo y de carne de res, de acuerdo con la Oficina de Censo.

 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por MY COLORFUL QUAKER HILL FARM (@quakerhillfarm) el 26 de Jun de 2020 a las 2:48 PDT




 

Este 2020, el festejo de la Independencia de Estados Unidos cambiará por la pandemia de coronavirus. Millones de familias no podrán reunirse para celebrar y los desfiles con décadas de tradición no se realizarán. No obstante, el gobierno de Donald Trump ofrecerá un espectáculo de pirotecnia en el Monte Rushmore y un despliegue de las fuerzas militares en Washington D.C. 


Lee también: ¿Qué significa la bandera confederada y por qué causa polémica en EU? 


p
",
"

El Cártel Jalisco Nueva Generación (CJNG) concretó alianzas con grupos criminales dedicados a la venta de droga al menudeo, extorsión, secuestro e, incluso, robo a transporte público en la Ciudad para perpetrar el ataque al jefe de la policía local, Omar García Harfuch, que dejó como saldo tres muertos, cinco heridos y 19 detenidos.

Los avances en la investigación refieren que en el atentado utilizaron a gente de La Unión Tepito, del Cártel de Tláhuac y del grupo ACME, de reciente formación y| asentado en la alcaldía Gustavo A. Madero, que proporcionó vehículos, bodegas y casas donde los sicarios estuvieron previo al ataque.

Las investigaciones de la Fiscalía General de Justicia (FGJ) de la Ciudad de México también apuntan a que Julio César Montero Pinzón, El Tarjetas, operador de confianza del líder del Cártel Jalisco Nueva Generación, Nemesio Oseguera Cervantes, El Mencho, ordenó el atentado, en el que la organización invirtió varios millones de pesos para la compra de armamento, vehículos, renta de inmuebles y pago a los sicarios.

Fuentes de la institución revelaron a EL UNIVERSAL que Montero Pinzón, jefe de plaza del CJNG en Puerto Vallarta, Jalisco, envió a José Armando “N”, El Vaca, para que planeara y ejecutara el ataque contra el funcionario capitalino.
 También lee: María Sorté agradece oraciones a García Harfuch


Artículo


The Jalisco Nueva Generación Cartel collaborated with three Mexico City-based criminal organizations to attack Omar García Harfuch

English


García Harfuch has launched an offensive against local cartels and criminal organizations 







De acuerdo con las fuentes ministeriales, desde el 9 de junio estuvieron comprando vehículos en efectivo, además del armamento, entre el que destacan cinco fusiles Barrett, un lanzagranadas, 34 armas largas automáticas y 51 bombas molotov, con la intención de incendiar la unidad en la que iba el secretario.

Lo que llama la atención a las autoridades sobre los detenidos es que estaban preparados para mantener una versión ante la autoridad, con el objetivo de desviar la investigación. Todos dijeron ser albañiles, artesanos o campesinos.

Las bandas

La organización conocida como ACME se dedica al robo de transporte publico, a transeúnte y a casa-habitación, y apenas en febrero pasado empezaron con la venta de drogas al menudeo, ocupando puntos de distribución que pertenecían a La Unión Tepito, y con la alianza prometida del CJNG buscaban expandir su actividad ilícita.

Se sabe, incluso, que de una bodega perteneciente a esta banda salió la camioneta con logotipos de Grupo CARSO, que le cerró el pasó al convoy del secretario de Seguridad Ciudadana. Mientras que la gente de La Unión de Tepito hizo el trabajo de halconeo.
 También lee: Marina y Policía catean tres domicilios en la GAM vinculados con atentado contra García Harfuch

Por su parte, los del Cártel Tláhuac proporcionaron personal y lugares donde se resguardarían los sicarios contratados; estos intentaron esconderse en las fronteras de la Ciudad —en las alcaldías Gustavo A. Madero y Tláhuac— por la facilidad que les daba la zona para escapar.

Aíslan a los sicarios

La madrugada del domingo y bajo un fuerte dispositivo de seguridad, los 12 sicarios detenidos en la zona del atentado fueron trasladados al Reclusorio Sur. Más tarde enviaron a los cinco capturados en Tláhuac, entre los que se encuentra El Vaca, señalado como el autor intelectual del atentado; dos eran mujeres y fueron internadas en el penal de Santa Martha Acatitla.

A todos ellos les imputan los delitos de homicidio, homicidio en grado de tentativa y portación de arma de fuego de uso exclusivo de las Fuerzas Armadas.

Anoche se realizó la audiencia inicial y los 12 detenidos en Lomas quedaron vinculados a proceso penal.

Por lo que respecta a los dos detenidos en el Estado de México, la Fiscalía General de Justicia aún no define su situación jurídica.
",Tres grupos criminales apoyaron al CJNG en atentado contra García Harfuch
,
"Tenango del Valle, Estado de México.– La última vez que María y Luis vieron con vida a su hija Alondra, la adolescente de 15 años estaba irreconocible, tendida en la camilla de un hospital, luego de ser hallada en una barranca de San Pedro Tlanixco, brutalmente lastimada.
El sábado 20 de junio, Alondra pidió permiso para ir a una fiesta y al ver que no regresaba a casa sus padres la buscaron con familiares y vecinos pero nadie les daba información sobre ella.
“Una señora me dijo que la buscara porque a las 10:00 de la mañana -del día domingo- recogieron a una muchacha muerta, desfigurada totalmente del rostro, entonces yo dije: Ay Dios mío ayúdala, quién sabe quién haya sido”, recordó María Antonia Romero Mendoza, madre de la adolescente.
Tras varias horas de búsqueda, los padres la localizaron en el Hospital General de Tenancingo, gravemente herida, luego de ser atacada sexualmente y golpeada. Los médicos la reportaron en condiciones de salud críticas y pidieron a los papás pasar a reconocerla.
“Mi esposo pasó y dijo: no es. Yo pasé y también la vi de la cara y dije: no es, estaba irreconocible, pero después, como si alguien me hubiera dicho, volteé a ver los pies y ella tenía pintadas las uñas del mismo color de barniz que yo, levanté un poquito la bata y tenía la cicatriz de cuando se cayó de la moto y dije: sí es mi hija, me enseñaron sus pertenencias, su blusa, sus botines y confirmé que era ella”, relató María Antonia.
Pese al esfuerzo de los médicos, la menor falleció el jueves pasado a las 14:00 horas, entre el dolor y la rabia de su familia, quien la recuerda como una niña alegre y feliz.
MOVILIZACIÓN
“Le desfiguraron el rostro e intentaron abusar de ella. Lo que menos queremos es que esto quede impune. De todos modos, como sea, ellos van a andar bien y nosotros no vamos a recuperar nunca a nuestra hija”, expresó el papá, Luis Alberto Sánchez Velázquez.
La muerte de Alondra generó la indignación de un grupo de pobladores de San Pedro Tlanixco, que ayer, por tercer día consecutivo, mantuvieron cerrado el paso sobre el kilómetro 10 de la autopista Toluca-Ixtapan, para exigir justicia y seguridad.
Mientras los rosarios en memoria de Alondra siguen, los familiares pidieron a los vecinos retirar el bloqueo, al considerar que eso puede afectar el proceso y la investigación para localizar a él o los responsables del crimen.
",
